#
# Title: Swish 123 Nummer
# Author: Christopher Isene <christopher.isene@gmail.com>
# Date: 2023-11-05-rev-171359
# Source: https://github.com/cisene/swish-123/text/swish-123-datasource.tsv
#
# Legend: Swish-nummer, OrgNr, OrgNamn, Länk, Kategorier, Kommentar
#
entry	orgNumber	orgName	web	categories	comment
1231823806	802400-0526	Djurskydd i Östeuropa, DiÖ	https://www.djurskyddiost.se/	djurskydd	
1231824267	826000-5510	SMU I Immanuelskyrkan Jönköping	https://immanuelskyrkan.com/	religion	
1231824796	802408-9602	Kvinnojouren I Österåker	http://www.kvinnojoureniosteraker.se/	kvinnojour	
1231825603	802480-9223	Insamlingsstiftelsen Kattjouren	https://kattjouren.nu/	djurskydd,katthem,stiftelse	
1231829738	827500-4730	Missionssällskapet Fackelbärarna	https://www.holsby.org/	religion	
1231829795	836200-7794	PRO Sölvesborg	https://pro.se/distrikt/distrikt-blekinge/samorganisationer/samorganisation-solvesborg/foreningar/solvesborg.html	pensionärsklubb	
1231834019	802533-7653	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Jönköping, Vittra Samset
1231834480	002870-1720	Svenska Weimaranerklubben	https://www.weimaranerklubben.se/	hundklubb,hundsport	
1231835420	878000-6428	Nygammal Dansförening, NGDF	http://www.ngdf.se/	dansförening,motionsdans	
1231838036	849600-2562	Tvååkers IF	https://www.tvaakersif.se/	idrottsförening	Matlotteri
1231839760	897300-0261	Kiruna jakt- och fiskevårdsförening	https://www.kirunajaktochfiske.se/	förening,naturvård,viltvård	Älgbanan(kula)
1231843275	802409-1517	Stiftelsen Kajsa och Olle Nymans Kulturstiftelse	https://www.ollenyman.se/	stiftelse	
1231845494	814000-0756	Kvinnojouren Nacka Värmdö	https://www.unizonjourer.se/kvinnojourennackavarmdo/	kvinnojour	
1231845791	802533-7778	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Dalarna, Morkarlbyhöjdensskola 7-9
1231849173	802513-8150	Insamlingsstiftelsen Blåljus i Samverkan	https://www.blaljusisamverkan.se/	stiftelse	
1231849397	802522-1121	Hasene Sverige	https://hasene.se/	hjälporganisation,välgörenhet	
1231849637	559168-9269	Vincent & Ebba AB	https://vincentoebba.se/	konst,konstnär	
1231854223	559304-3002	Västerås Trafikskola	https://vasterastrafikskola.se/	trafikskola	
1231856236	559057-6004	Nordic SeaFarm AB	https://www.nordicseafarm.com/	matproducent	
1231857952	863000-6271	Prässebo Bygdegårdsförening	https://prassebobygdegard.se/	bygdegårdsförening	
1231859495	802534-5466	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Täby, Byleskolan
1231859644	802438-2064	Luleå Skatepark / Luleå Extremsportförening	http://www.luleaskatepark.com/	extremsport,skateboard,skatepark	
1231868280	802526-3370	Kulturkvarter Snösätra	https://www.snosatra.com/	donation,intresseförening,kulturförening	
1231869759	556916-9245	Bräcke Strand / Syrligt AB	http://www.brackestrand.se/	badstrand,gästbrygga,gästhamn,ställplats,tältplats	
1231870229	877100-0521	Pingstförsamlingen i Lindesberg	https://www.pingstlindesberg.se/	religion	
1231870765	863000-0167	Equmeniakyrkan Gräfsnäs Sollebrunn	https://equmeniakyrkan.se/grafsnassollebrunn/	religion	
1231871755	802475-6473	Odenplan Fightgym	https://odenplanfightgym.com/	idrottsförening,kampsportsförening	
1231872811	827000-5831	Föreningen Smålands Husarer	https://www.soldatreg.se/soldatreg/smalands-husarreg/	förening,genealogi,släktforskning	
1231873116	556824-7810	Anders Olsson Golf AB	https://andersolssongolf.se/	golftränare,golfutrustning,utbildning	
1231880442	802445-0119	Föreningen Gärdslösa Prästgård	http://www.gardslosaprastgard.se/	antikvariat,cafe,hembygdsförening,logi	
1231880921	889200-0947	Gimåfors Bygdegårdsförening	https://bygdegardarna.se/gimafors/	bygdegårdsförening	
1231880939	802527-8824	Sports Heart	https://www.sportsheart.se/	ideell förening,idrottsförening,ungdomsverksamhet,utbildning	
1231881200	802456-5221	Stockholms Rullskidklubb	https://stockholmsrullskidklubb.se/	idrottsförening,rullskidklubb	
1231881218	556975-8344	Visit Blekinge	https://www.visitblekinge.se/	ställplats,turism	
1231881994	556347-5515	Sommaro Golf AB	http://www.sommarogolf.se/	golfklubb	
1231882067	832400-7809	Vissefjärda Hembygdsförening	https://www.hembygd.se/vissefjarda	hembygdsförening	
1231882216	814800-4610	Skånela IF Handboll	https://www.skanela.se/	handbollsklubb,idrottsförening	
1231883248	802490-4784	Supporterhuset	https://supporterhuset.se/	intresseförening	
1231883396	802426-3702	Kronprinsessparets Stiftelse	https://www.kronprinsessparetsstiftelse.se/	stiftelse	
1231883420	857204-0031	Dagnys Träning / Donsö Idrottssällskap	https://donsois.com/	idrottsförening,idrottssällskap	
1231884758	802430-7962	Camp Sweden TIFO	http://campsweden.se/	fotboll,supporterklubb	
1231886621	828500-5628	Västbo Judoklubb	https://vastbojudo.com/	judoklubb,kampsportsförening	Judoshopen
1231886944	834000-7247	Västergarns Hembygdsförening	http://www.vastergarn.info/	hembygdsförening	
1231886977	802000-8184	EFS - Evangeliska Fosterlandsstiftelsen	https://www.efs.nu/	religion,utbildning	Johannelunds teologiska högskola
1231895002	885001-1258	Hemlingby LK - Friidrott	https://www.hemlingbylk.se/	friidrott,idrottsförening	
1231895358	862500-4141	Färgelanda IF	http://www.fargelandaif.se/	idrottsförening	
1231896323	846003-2033	Sydkatten Förening	https://sydkatten.se/	kattklubb	
1231896828	252000-6939	Angelstads Församling	https://www.svenskakyrkan.se/ljungby/angelstads-forsamling	religion	
1231897362	875000-6481	Kristet Center Örebro	https://kristetcenter.se/	religion	
1231898154	822001-0717	Heda RK - Ridsport	https://www.hedaridklubb.se/	ridklubb,ridsport	
1231898386	889200-1747	Lidens Hembygdsförening	https://www.hembygd.se/liden	hembygdsförening	
1231898899	802012-9022	Mansjouren i Stockholms län	https://www.mansjouren.se/	mansjour	
1231899616	813200-3487	Svenska Innebandyförbundet, IBF	https://innebandy.se/	förbund,idrottsförening,innebandy	
1231899798	252000-0858	Ytterjärna Församling	https://www.svenskakyrkan.se/jarna-vardinge	religion	Kollekt
1231900372	802528-6728	BarnensHjältar	https://barnenshjaltar.com/	barnverksamhet,ungdomsverksamhet	
1231901487	849600-2562	Tvååkers IF	https://www.tvaakersif.se/	idrottsförening	Lotter vid arrangemang
1231902956	802461-7717	Storfors Hundklubb Lokala Kennelklubb	https://storforshundklubb.se/	hundsport,kennelklubb	
1231906031	802535-4211	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kalmar, Fliserydsskola
1231906049	802533-3421	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Linköping, Björkö friskola
1231908243	559327-9804	Körkortscenter Göteborg AB	https://korkortscentergbg.se/	trafikskola	
1231910140	802017-5090	Assistanskoll / Independent Living Institute, ILI	https://assistanskoll.se/	förening,intresseförening	
1231914944	802533-3421	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Linköping, Kungshögaskolan
1231917723	802533-7869	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Stockholm, Fryshuset Grundskola
1231919646	556607-7482	PerHåkans, PH:s / P. Heléns Musikproduktion AB	https://www.perhakans.se/	dansband,orkester	
1231925619	802532-8033	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Värmland, Skattkärrskolan
1231925627	802534-5466	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Täby, Noblaskolan Täby
1231925676	802537-0241	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Sjuhärad, Förskolan Larkan
1231925700	802535-9137	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kristianstad, Hjortakroksskolan
1231926344	876400-0355	Pingstkyrkan Degerfors	http://degerfors.pingst.se/	religion	Församlingskassan
1231933027	894000-0345	Pingst Umeå	https://umea.pingst.se/	religion	Framtidens mötesplats
1231935014	819001-3139	PRO Gnesta	https://pro.se/distrikt/distrikt-sodermanland/samorganisationer/samorganisation-gnesta/foreningar/gnesta.html	pensionärsklubb	
1231935352	969681-1612	Hadj Omra Resor	https://hajj.se/omra/	researrangör	
1231951136	825001-2435	Breviksstiftelsen	https://kfumbrevik.se/	barnverksamhet,stiftelse,ungdomsverksamhet	
1231951185	817603-2996	Knivsta Brukshundklubb	https://www.knivstabk.se/	brukshundsklubb,hundsport	
1231951243	814800-7647	Sigtunabygdens Ryttarförening	https://www.sigtunaridskola.com/	ridklubb,ryttarförening	
1231951862	894701-4141	IFK Anderstorp	https://www.ifkanderstorp.com/	idrottsförening	Medlemsskap
1231959758	837000-3595	Hästveda Hembygdsförening	https://www.hembygd.se/h-stveda-hembygdsf-rening	hembygdsförening	
1231960368	700610-XXXX	Grothica / Janet Björklund	https://www.grothica.se/	försäljning,kläder	
1231960798	835000-6923	Rödeby CK - Motorcykel och Snöskoter	https://www.rck.se/	enduroklubb,motorcykelklubb,snöskoterklubb	Uthyrning
1231961531	882000-5075	Avesta OK - Orientering	https://www.avestaok.se/	idrottsförening,orienteringsklubb	
1231961747	889600-6882	Föreningen Valhalla-Lokalen	http://dromme.se/	förening	
1231962174	832401-0019	Skälby 4H-gård i Kalmar	https://www.skalby4h.se/	4h,barnverksamhet,ungdomsverksamhet	
1231962489	886500-2946	Rengsjö Fiskevårdsområdesförening	http://www.rengsjofiske.se/	förening,naturvård,sportfiske	
1231963024	802465-6913	Imam Ali Islamic Center	https://www.imamalicenter.se/	donation,religion	
1231963305	877101-3045	Nora Golfklubb	https://www.noragolfklubb.se/	golfklubb	
1231963826	802405-0216	Skärgårdsstiftelsen I Stockholms Län	https://skargardsstiftelsen.se/	förening	Arholma Bastu
1231971548	802413-3970	Hindås Scoutkår	https://www.hindasscout.se/	scoutkår	
1231971993	878000-4480	Skiljebo SK	https://www.skiljebosk.nu/	fotbollsklubb,idrottsförening	
1231972066	212000-0951	Biosfärområde Kristianstads Vattenrike / Kristianstads Kommun	https://vattenriket.kristianstad.se/	vattenvård	
1231973148	802455-9430	Lions Club Motala Blåklinten	http://www.lionsblaklinten.se/	lionsklubb	
1231973395	556715-0148	Backa Säteri Golf	https://backasaterigolf.se/	golfbana	
1231973817	802501-3932	Ungdomsjouren Tigerlilja	https://www.unizonjourer.se/tigerlilja/	kvinnojour	
1231974682	802426-1102	Stiftelsen Harald Edelstam	https://www.edelstam.org/	donation,stiftelse	
1231975887	822003-2158	Lejonkulan PC Linköping - Boule	https://www.lejonkulan-pc.se/	bouleklubb	
1231975911	882000-4946	Ingelsbo Bygdegårds- och Fritidsförening	https://bygdegardarna.se/ingelsbo/	bygdegårdsförening,fritidsförening	
1231979228	885001-0920	Al-Rashideen Moské i Gävle	https://aishacenter.se/	religion	
1231979434	837000-2928	Vinslövs IF	https://vinslovsif.sportadmin.se/	fotboll,idrottsförening	
1231979483	822000-9222	Vreta SoMK	https://www.vretasomk.se/	cykelsport,discgolf,idrottsförening,längdskidåkning,mountainbike	
1231979616	621013-XXXX	Margarethas Livsrum / Margareta Härnlund	http://www.margarethaslivsrum.se/	healing,homeopati,meditation,spiritualism	
1231979749	802490-8231	Svenska Agilityklubben	http://agilityklubben.se/	hundsport	
1231981497	886500-1302	Rengsjö SK - Fotboll	https://www.rengsjosk.se/	fotbollsklubb,idrottsförening	Bingo
1231981703	802413-3640	ShareMusic & Performing Arts insamlingsstiftelse	https://www.sharemusic.se/	kultur,musik,stiftelse	
1231981760	863500-2580	Ale-Jennylunds RK - Ridsport	https://www.ajrk.se/	hästsport,ridskola,ridsport	
1231982446	819000-0086	Betelförsamlingen Jönåker	http://www.betelforsamlingen.com/	religion	
1231983220	769628-0465	BRF Lindöporten 2	https://lindoporten2.se/	bostadsrättsförening	
1231983311	817301-1506	Kvinnojouren Freja	https://kvinnojourenfreja.se/	kvinnojour	
1231983683	802450-4618	Ekeby Sockenförening	http://www.ekebysockenforening.se/	bygdegårdsförening,sockenförening	
1231983725	590627-XXXX	Yogakällan Friskvård i Borås / Anne Lötjönen Sund	http://yogakallan.se/	yoga	
1231986355	556628-3288	Äppelgårdens Golfklubb / Äppelgårdens Golf AB	https://www.appelgarden.se/	golfklubb	
1231988302	826000-6625	Hela Människan Jönköping	https://helamanniskan.se/jonkoping/		DeLa-verksamheten
1231993112	802446-7212	Åkerbo Frikyrkoförsamling	http://www.akerbofrikyrkoforsamling.se/	religion	
1231993716	802489-1015	Future with Hope - For children in EastAfrica	http://futurewithhope.se/	donation	
1231993799	802405-0216	Skärgårdsstiftelsen I Stockholms Län	https://skargardsstiftelsen.se/	intresseförening	Träskö-Storö Bastu
1231993955	875000-4502	Immanuelskyrkan i Örebro	https://www.imkorebro.se/	religion	församlingsverksamheten
1231994151	012469-6816	Sotenäs Hundklubb	https://sotenashundklubb.com/	hundklubb,hundsport	
1231994490	556675-6705	Degerfors Golf AB (publ)	https://www.degerforsgolf.se/	golfklubb	
1231997279	802406-5446	QSS, Quinnliga SegelSällskapet	https://www.qss.nu/	båtklubb,segelklubb	
1231997311	802004-2738	Fältbiologerna	https://www.faltbiologerna.se/	intresseförening,naturskydd,naturvård	
1231997881	889201-8162	Alnö Båtklubb	https://alnobatklubb.com/	båtklubb	
1231998467	556903-7921	Polhemskliniken / Fortunatus AB	http://www.polhemskliniken.se/	friskvård,massage	
1231998814	838202-1791	Kristianstad Kvinnojour	https://www.unizonjourer.se/kristianstadkvinnojour/	kvinnojour	
1231999051	857202-7566	Kommunistiska Partiet Göteborg	https://goteborg.kommunisterna.org/	politiskt parti	
1231999184	819000-7263	Tuna hembygdsförening	https://www.hembygd.se/sodermanland-tuna	hembygdsförening	
1231999937	893202-7066	Rötvikens Byalag	https://ansattfjallen.com/rotviken/	byalag,camping	
1232001782	252000-6319	Linneryds Församling		religion	Bokbord
1232001790	252000-6327	Södra Sandsjös Församling		religion	Bokbord
1232007201	556105-5798	Nässjö Trafikskola AB	https://www.nassjotrafikskola.se/	trafikskola	
1232010445	832400-0085	Alsterbro IF	https://alsterbroif.se/	förening,idrottsförening	
1232011104	802499-8067	Föreningen End Ecocide	https://endecocide.se/	förening,naturvård	
1232013365	833600-2996	Västerviksortens Ryttareförening	https://vasterviksrf.se/	ryttarförening	Café
1232014462	802449-5213	Kulturföreningen Vasaplan	https://vasaplan.nu/	kulturförening	
1232022804	812800-2642	Sundby Ridklubb	http://www.sundbyridskola.se/	hästsport,ridklubb,ridskola	
1232023042	802532-9916	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Malmö, Ur och Skur Skabersjöskolan
1232023067	802532-7506	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Helsingborg, Errarp
1232023208	202100-2973	Karolinska Institutet, Fondförvaltning	https://ki.se/samverkan/stod-karolinska-institutets-forskning	donation,institut,stiftelse	
1232025518	559170-8549	Plogga Sverige AB	https://www.plogga.se/	friluftsliv,friskvård,intresseförening,löpning	
1232025534	802495-5794	Rotary Kivik	https://kivik.rotary2390.se/	rotaryklubb	
1232028132	802430-7491	PRO Stala	https://pro.se/distrikt/distrikt-bohuslan/samorganisationer/samorganisation-orust/foreningar/stala.html	pensionärsklubb	
1232028553	262000-0717	Östgöta Nation	https://ostgotanation.se/	donation,studentnation,studentorganisation	
1232029361	802006-1688	Frälsningsarmén	https://www.fralsningsarmen.se/eskilstuna/	religion	Eskilstuna
1232030807	802532-7456	Timrå Kustvandring	http://timrakustvandring.se/	förening,intresseförening	
1232031755	802003-1178	Sociala Missionen	http://www.socialamissionen.se/	hjälporganisation	
1232032704	802480-4117	Madinah insamlingsstiftelse	https://www.madinahinsamlingsstiftelse.se/	religion,stiftelse	
1232034080	802475-7083	Skara Idrottshistoriska Förening	https://www.skaraihs.se/	idrottsförening	
1232037968	802480-8654	Hugos Stiftelse	https://hugosstiftelse.se/	aktiv fritid,funktionsnedsättning,stiftelse	
1232039162	802474-6649	Kramfors BK	https://www.kramforsbk.se/	bowlingklubb,idrottsförening	
1232039170	802534-5938	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Göteborg, Björkrisskolan
1232039188	802534-5938	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Göteborg, Särö skola
1232039451	802488-7849	Hemmaodlat	https://www.hemmaodlat.se/	fritidsodling,utbildning	
1232039543	802520-2675	Levande Önneköp	https://www.levandeonnekop.se/	hembygdsförening	
1232041044	822002-6929	Elektronikföreningen Admittansen	https://admittansen.se/	förening,utbildning	
1232041473	802442-4676	Ideella bildelareföreningen Sambil	https://www.sambil.se/	bildelning,bilpool,förening,samåkning	
1232042273	559275-8642	Sveilis Design	https://sveilisdesign.com/	design,segling,sjöfart	
1232043438	802426-1250	Sverige för UNHCR	https://sverigeforunhcr.se/	hjälporganisation	
1232043792	864500-4063	Norrby IF	https://www.norrbyif.se/	idrottsförening	Supporter
1232044204	819001-0697	Bifrostorden Logen nr 12 Nicopia	https://www.bifrostorden.se/	orden	
1232045060	701010-XXXX	Yoga med L8 / Lotta Fröjdfeldt	https://www.yogamedl8.se/priser	meditation,yoga	
1232047231	802523-3845	Vänföreningen Fogelstad	https://fogelstadsvanforening.se/	förening	
1232050490	559174-9030	Gävle Sandviken Trafikskola AB	https://www.gavlesandvikentrafikskola.se/	trafikskola,utbildning	
1232050714	802512-9399	Drones2Ukraine / Make A Difference Foundation	https://www.drones2ukraine.se/	hjälporganisation,intresseförening	
1232050755	833200-3485	Frödinge Bygdegårdsförening	https://frodingebygdegard.se/	bygdegårdsförening	
1232055309	559284-9854	HairAgain Nordic AB	https://www.hairagain.se/		
1232062644	839400-6590	Ängelholms Ekumeniska Församling	http://www.ronnekyrkan.se/	religion	Rönnekyrkan, Ukraina-insamling
1232072312	802513-6576	ADA-Hundar En Andra Chans	http://www.enandrachans.org/	djurskydd,hundhem	
1232073310	802468-9559	Kvinnojouren Olivia	https://www.unizonjourer.se/kvinnojourenolivia/	kvinnojour	
1232073492	556706-5262	Bäckby Församling	https://www.svenskakyrkan.se/vasteras/backbykyrkan	religion	Diverse
1232074235	916671-3934	Carl von Linnékliniken	https://www.linne.se/	fertilitetsklinik,hälsa	
1232074441	893202-9823	Guldsmedsbackens Bygdegårdsförening	https://guldsmebacken.se/	bygdegårdsförening	
1232080620	559166-0294	Cecilia Kyllinge Humor, Musik & Allvar AB	https://www.ceciliakyllinge.se/	musik,underhållning	
1232084317	802533-7786	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Lund, Svalövs Montessori
1232084366	802534-5466	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Täby, Vallatorpsskolan
1232085116	802509-5822	Mamma till Mamma	https://mammatillmamma.com/	graviditet,psykisk hälsa	
1232088169	252004-3080	Lugnås-Ullervads Pastorat	https://www.svenskakyrkan.se/lugnas-ullervad	religion	Kollekt
1232088193	842001-0954	Westernryttarna i Skåne, WRIS	http://wris.se/	hästsport,intresseförening,western riding	
1232088334	802514-4257	Demokrati utan gränser	https://www.democracywithoutborders.org/se/	donation,intresseförening	
1232088953	814000-0301	Brottsofferjouren Nacka-Tyresö-Värmdö	https://www.brottsofferjouren.se/	intresseförening	
1232091551	802477-9129	Rotary Uppsala Peace Center	https://stockholmrotary.se/uppsala-peace-center/	rotaryklubb	
1232091791	827000-0840	Forserums IF	https://www.forserumsif.com/	idrottsförening	
1232092088	802433-8553	Hillsong Church Sweden	https://hillsong.com/sweden/	religion	Stockholm Södra
1232092419	802481-5147	Familjen Munthes Stiftelse för Hildasholm	http://hildasholm.org/	stiftelse	
1232092476	802444-2835	Jan Myrdalsällskapet	https://www.janmyrdalsallskapet.se/	intresseförening	
1232093599	877100-7070	Lindesbergs Brukshundklubb	https://www.lindebk.se/	brukshundsklubb,hundsport	
1232093656	878000-9687	Ängsö Golfklubb	http://angsogolfklubb.com/	golfklubb	
1232093870	873201-2102	Kils OK - Orientering	https://www.kilsok.com/	idrottsförening,orienteringsklubb	
1232095313	802498-6377	Centrala Soldatregistret / Soldatregistrets Stödförening	https://www.soldatreg.se/	genealogi,släktforskning	
1232096451	556295-8685	IB Wahlström Konstnärsmaterial	https://www.ibwahlstrom.se/	försäljning,konstnärsmaterial	
1232096964	556706-5262	Västerås Domkyrka	https://www.svenskakyrkan.se/vasteras/vasteras-domkyrka	religion	Gruppvisningar med guide
1232097483	802447-4044	Wagner-Sällskapet i Göteborg	https://wsg.se/	historieförening,intresseförening,musikförening	
1232098689	802466-2713	Clarajouren - Kvinnojouren i Årjäng	http://www.clarajouren.n.nu/	kvinnojour	
1232099034	802533-7786	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Lund, Parkskolan
1232099042	802535-9137	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kristianstad, Sånnaskolan
1232099281	802534-5938	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Göteborg, Kullaviksskolan
1232099554	802533-7653	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Jönköping, Ölmstadskolan
1232103885	837600-2658	Forsby Idrottsplats / Forsby Idrottsförening	https://forsby-idrottsplats.webnode.se/	idrottsförening	
1232106854	816000-6071	Lions Club Täby	https://taby.lions.se/	lionsklubb	
1232107316	802533-7653	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Jönköping, Norrtullskolan
1232107845	559204-4852	DK-9 Hundskola / DK-9 Säkerhetstjänst AB	https://www.dk9hundskola.se/	hundskola,hundsport,utbildning	
1232110864	898200-1185	Morjärvs Sportklubb	https://idrottonline.se/MorjarvSK-Friidrott/	idrottsförening,sportklubb	
1232112258	802437-4764	Eastfield's Linedancers Club	https://www.efld.se/	dansförening,linedance	
1232114023	802532-9916	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Malmö, Sövestad skola
1232114031	802535-4211	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kalmar, Skytteanska skolan
1232114049	802534-5938	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Göteborg, Alexandra Montessori
1232114098	802533-7869	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Stockholm, Ektorps skola
1232116473	252005-0267	Solbergs kyrka	https://www.svenskakyrkan.se/ornskoldsvikssodra/anundsjo--skorped	religion	
1232116580	846003-4872	Limhamns Konstförening	https://www.limhamnskonstforening.com/	konstförening	
1232123156	822003-8635	Björsäters Hembygdsförening	https://www.hembygd.se/bjorsater	hembygdsförening	
1232124162	802438-6883	Alingsås Vårgårda Discgolf	https://avdiscgolf.se/	discgolf,idrottsförening	medlemsavgifter, licenser
1232126266	817601-4846	Uppsala JSK - Skyttesport	https://www.uppsalajsk.se/	skytteklubb,sportskytte	
1232126274	252003-9203	Tåsjö församling / Strömsunds pastorat	https://www.svenskakyrkan.se/stromsund/tasjo-forsamling	religion	
1232126779	556686-0242	1 2 3 SCHTUNK Aktiebolag	http://www.schtunk.se/	försäljning	
1232127306	802539-3649	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Halland, Vittraskolan
1232127314	802534-5938	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Göteborg, Östergårdsskolan
1232127322	802539-3649	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Halland, Linehedsskolan
1232129070	846003-5291	Rotary Malmö Södra	https://malmo-sodra.rotary2390.se/	rotaryklubb	
1232132256	849600-6514	Brottsofferjouren Varberg	https://www.brottsofferjouren.se/	intresseförening	
1232132728	802503-2478	Blodcancerförbundet KBS	https://blodsjukdom.se/	patientförening	
1232133437	802465-8455	Bifrostföreningen 34 Linneus Växjö	https://www.linneus.org/	förening,orden,ordensällskap	
1232134625	817605-3141	IK Sirius IBK	https://www.siriusinnebandy.se/	idrottsförening,innebandyklubb	
1232134831	802440-8117	Equmenia Riks, Ungdomsarbete	https://equmenia.se/	religion	
1232136059	838201-8813	Degeberga-Widsköfle Golfklubb	https://dwgolfklubb.se/	golfklubb	
1232136067	878000-3532	Korskyrkan i Västerås / Baptistförsamlingen Filadelfia	https://www.korskyrkanvasteras.se/	religion	
1232136216	825000-7534	Söderköpings stads hembygdsförening, S:t Ragnhilds Gille i Söderköping	https://www.stragnhildsgille.se/	hembygdsförening,museum	
1232136604	889201-5473	Sundsvall - Njurunda Båtklubb, SNBK	http://www.snbk.org/	båtklubb,segelsällskap	
1232136877	212000-1595	Grästorps Kommun	https://www.grastorp.se/uppleva-och-gora/bibliotek.html	bibliotek,kommun,myndighet	Bibliotek, förseningsavgift
1232137552	829000-0622	Pingstförsamlingen i Ljungby	https://www.ljungby.pingst.se/	religion	
1232137800	887500-1094	Hassela IF	https://www.hasselaif.se/	idrottsförening	
1232138741	802437-9698	Sällskapet Malte	https://sallskapetmalte.se/	intresseförening	
1232139350	559012-0639	Naturnära Kundalini Yoga center / Tenth Gate Sweden AB	https://www.nkyc.se/	yoga	
1232141059	252002-3876	Nordingrå Församling	https://www.svenskakyrkan.se/kramfors/nordingra-kyrka	religion	
1232141091	878000-5321	Västerås BK - Brottning	http://www.vasterasbrottarklubb.se/	brottning,brottningsklubb,intresseförening	Övrigt
1232141406	252004-9194	Barnarp Ödestugu Församling	https://www.svenskakyrkan.se/barnarp-odestugu	religion	
1232142321	252003-9203	Hammerdals församling / Strömsunds pastorat	https://www.svenskakyrkan.se/stromsund/gaxsjo/hammerdal-forsamlingar	religion	
1232143220	802532-8033	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Värmland, Kroppaskolan
1232143279	802534-5466	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Täby, Viggbyskolan
1232143949	559200-3825	Johan Landbergs Trafikskola AB	https://www.johanstrafikskola.com/	trafikskola,utbildning	
1232145654	844000-8038	Landskrona Konstförening	https://www.landskronakonstforening.se/	konstförening	
1232145720	769613-2724	Grafikgruppen Visby	https://grafikgruppen.se/	grafik,konst	
1232146876	802492-0806	Sambandscentralen IFÖ Center	https://www.ifocenter.com/	galleri,konstförening	
1232148765	556264-8310	Sergel Kredittjänster AB	https://sergel.se/	betaltjänster,ekonomi,inkasso,kredittjänster	
1232149433	857206-3975	Föreningen Asperö Fritid	https://www.asperofritid.se/	barnverksamhet,fritidsaktiviteter,förening,ungdomsverksamhet	
1232155505	802520-1628	Ulricehamns IHS	https://www.ulricehamnihs.se/	idrottsförening	
1232155547	812400-5151	Vendelsö Scoutkår	https://vendelso.scout.se/	scoutkår	
1232156578	802517-9865	Föreningen Fjärilar i Pite Lappmark	https://ffpl.weebly.com/	entomologi,förening,småkryp	
1232158012	802535-4211	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kalmar, Stånga Skola
1232158020	802535-9137	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kristianstad, Önnegårdens Förskola
1232158046	802533-7786	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Lund, Glumslövsskolan
1232158053	802532-9916	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Malmö, Bulltoftaskolan
