#
# Title: Swish 123 Nummer
# Author: Christopher Isene <christopher.isene@gmail.com>
# Date: 2024-11-15-rev-210320
# Source: https://github.com/cisene/swish-123/text/swish-123-datasource.csv
#
# Legend: Swish-nummer, OrgNr, OrgNamn, Länk, Kategorier, Kommentar
#
"entry","orgNumber","orgName","web","categories","comment"
"1230635821","802496-9530","Jarlabergs BTK","https://www.svenskalag.se/jarlabergsbtk","bordtennisklubb,idrottsförening",""
"1230635953","802455-1403","Sigtuna Budoklubb","https://sigtunabudo.se/","idrottsförening,kampsportsförening",""
"1230637173","802524-8165","Värmlands dreverklubb","https://varmlandsdreverklubb.wordpress.com/","dreverklubb,hundklubb,hundsport",""
"1230637330","802408-5964","IFK Bergshamra","https://www.ifkbergshamra.se/","fotbollsklubb,idrottsförening",""
"1230637637","866001-3593","Hyssnabornas Bygdegårdsförening","https://hyssnabygdegard.se/","bygdegårdsförening",""
"1230637967","802505-5255","Demokratibygget","https://demokratibygget.se/","utbildning",""
"1230639005","853301-2194","Inlands Folkdansare","https://www.inlandsfolkdansare.se/","dansförening,folkdans",""
"1230639021","717905-7026","Nya Ekenäs Samfällighetsförening","https://www.nyaekenas.se/","samfällighetsförening",""
"1230640342","818000-1235","Jäders IF","https://www.laget.se/JadersIF/","fotbollsklubb,idrottsförening","A-lag Damer"
"1230642272","559013-4259","Halmstad Wakepark","https://halmstadwakepark.se/","vattensport,wakepark",""
"1230642389","885000-9039","Gävle Folkmusikförening","https://www.gavlefolk.se/","förening,kulturförening,musikförening",""
"1230642900","879500-0671","Norrby Hembygdsförening","https://www.hembygd.se/norrby-hembygdsf-rening","hembygdsförening",""
"1230642967","802532-9262","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Växjö, Borbackaskolan"
"1230643221","834001-8137","Visby Bridgesällskap","https://www.svenskbridge.se/visby-bs","bridgeklubb,bridgesällskap",""
"1230643429","853300-1494","Valla Missionsförsamling","https://www.vallaklovedal.se/valla-missionsforsamling/","religion",""
"1230643585","802472-8399","Föreningen Marmabygden","https://www.hembygd.se/marmabygden","hembygdsförening",""
"1230644427","802401-4576","Specialklubben Rhodesian Ridgeback Sverige, SRRS","https://www.srrs.org/","hundklubb,hunduppfödning","Östra"
"1230644872","802006-1688","Frälsningsarmén","https://www.fralsningsarmen.se/templet-stockholm/","godkänd gåvomottagare,religion","Templet Stockholm socialt arbete"
"1230645481","802538-8045","Help Ukraine in Gothenburg, HUG","https://www.helpukrainegbg.se/","godkänd gåvomottagare,hjälporganisation,insamling,ukraina",""
"1230645853","802416-3993","Älvdalens IF OK","https://www.svenskalag.se/alvdalensifok","idrottsförening,orienteringsklubb",""
"1230646307","802487-9085","Scandinavian Human Rights Lawyers","https://humanrightslawyers.eu/","juridiska tjänster,rättshjälp",""
"1230647669","556792-8402","Svenska Alarm Gruppen AB","https://www.svenskaalarm.se/","larmsystem,säkerhetsutrustning",""
"1230655332","802519-9335","Föreningen Sinnen & Perception","https://www.sinnenperception.se/","förening",""
"1230655753","600912-XXXX","Yogakällan Bommen-Juniskär / Monica Gustafsson","https://www.yogakallan.nu/","yoga",""
"1230656025","817000-6541","Fanna BK","https://www.laget.se/FannaBK/","fotbollsklubb,idrottsförening","F11"
"1230656058","827501-0851","Skirö Sockens Bygdeförening, SSBF","https://skiro.se/","bygdegårdsförening,hembygdsförening",""
"1230656728","897300-0261","Kiruna jakt- och fiskevårdsförening","https://www.kirunajaktochfiske.se/","förening,naturvård,viltvård","Kurser"
"1230656744","802481-1997","Stiftelsen Tim Bergling Foundation","https://www.timberglingfoundation.org/","psykisk hälsa,självmordsprevention,stiftelse,suicid prevention","Avicii-fonden"
"1230657494","802518-9971","Höglandsnäs Byaförening","https://hoglandsnasbyaforening.webnode.se/","byalag,hembygdsförening",""
"1230659904","802441-2051","SKPF Pensionärerna Sollefteå, avd 113","https://www.skpf.se/avdelningar/distrikt-vasternorrland/solleftea-avd-113/","pensionärsklubb",""
"1230663401","559305-6517","Johannelunds Teologiska Högskola","https://www.johannelund.nu/","religion,utbildning",""
"1230663443","802538-7120","Återställ Våtmarker / Våtmarkernas Stödförening","https://återställvåtmarker.se/","donation,intresseförening",""
"1230663666","769622-9132","Karlshamns Handel & Service Ekonomisk Förening","https://www.karlshamnshandel.se/","försäljning",""
"1230664094","802533-7869","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Stockholm, Lindbackens skola"
"1230666792","889601-1882","Friska Viljor FC","https://www.svenskalag.se/friskaviljor","fotbollsklubb,idrottsförening","Akademi"
"1230669085","559282-5094","Värnamohonung / Dahlbäck Bisyssla AB","https://varnamohonung.se/","biodling,försäljning",""
"1230669978","863000-6859","Lödöse Nygård IK","https://www.laget.se/LNIK/","badmintonklubb,fotbollsklubb,idrottsförening",""
"1230670067","252003-8858","Norra Ölands Pastorat","https://www.svenskakyrkan.se/norraoland","godkänd gåvomottagare,religion","Kollekt Räpplinge-Högsrums församling"
"1230670091","849202-3489","DFK HaSko","https://www.svenskalag.se/dfkhaSko","fotbollsklubb,idrottsförening",""
"1230670141","889600-5967","OK Nolaskogsarna","https://www.svenskalag.se/oknolaskogsarna","idrottsförening,orienteringsklubb,skidorienteringsklubb,skidskytteklubb",""
"1230670760","817301-0003","Söderfors Hembygdsförening","https://www.hembygd.se/soderfors","hembygdsförening",""
"1230670786","802410-8501","Järnkaminerna","https://www.jarnkaminerna.se/","supporterklubb",""
"1230670885","869000-4240","Lidköpings VSK","https://www.svenskalag.se/lidkopingsvsk","idrottsförening,löparklubb,orienteringsklubb,skidlöparklubb","Naturpass"
"1230670919","839400-0411","EFS-Kyrkan i Ängelholm","https://efs-kyrkan.info/","religion","UG Fika"
"1230670935","828500-0553","Gislaveds IS","https://www.svenskalag.se/gislavedsis","fotbollsklubb,idrottsförening",""
"1230670950","802003-9205","Älvsjö Missionsförsamling","https://alvsjokyrkan.se/","religion","Kollekt, gåva"
"1230671958","252002-3991","Eds Församling","https://www.svenskakyrkan.se/edsforsamling","religion","Kollekt"
"1230678839","802431-4075","Bondesonsällskapet","https://bondesonsallskapet.se/","intresseförening",""
"1230678888","559276-6694","Action Reaction Sports AB","https://actionreactionsports.se/","försäljning,vapensmed,vapenverkstad",""
"1230680231","875001-6894","Örebro SK Ungdom","https://www.laget.se/OSKUFotbollP10S/","fotbollsklubb,idrottsförening","F-P2010 Svart"
"1230680371","812800-9605","IFK Tumba Friidrott","https://www.svenskalag.se/ifktumbafriidrott","friidrottsförening,idrottsförening",""
"1230680413","252004-9236","Krokoms Pastorat","https://www.svenskakyrkan.se/krokom","religion","Kollekt Aspås"
"1230680553","863000-1777","Trollhättans BOIS","https://www.svenskalag.se/tbis","fotbollsklubb,idrottsförening",""
"1230680710","252002-7612","Löddebygdens Församling","https://www.svenskakyrkan.se/loddebygden","religion",""
"1230680728","847000-0442","Klagstorps IF - Fotboll","https://www.klagstorp.com/","fotbollsklubb,idrottsförening",""
"1230681866","802466-5062","Ingen Människa är Illegal","https://www.ingenillegal.org/umea/","donation,intresseförening","Umeå"
"1230684506","559036-2637","Hot Yoga Helsingborg / Helsingborgs Yoga Center AB","https://hotyogahelsingborg.se/","utbildning,yoga",""
"1230684746","802515-9198","Tanums Bygdegårdsförening","https://tanumsbygdegard.com/","bygdegårdsförening",""
"1230684761","829500-7846","Almundsryds Hembygdsförening","https://www.hembygd.se/almundsryd","hembygdsförening",""
"1230685222","802520-1990","Bohuslän Dals Fjordhästförening","http://www.bohuslandalsfjord.se/","hästklubb,hästsport",""
"1230686261","802522-1733","Solanderleden","https://www.solanderleden.se/","intresseförening",""
"1230686709","857200-5018","Föreningen för Göteborgs Försvar","https://goteborgsforsvar.se/","intresseförening",""
"1230687731","835000-9562","Jämjö IBK","https://www.jamjoibk.se/","idrottsförening,innebandyklubb",""
"1230689802","802533-7869","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Stockholm, Bromma Enskilda skola"
"1230690164","853300-1064","Romelanda UF","https://www.ruf.nu/","bordtennisklubb,bouleklubb,fotbollsklubb,futsalklubb,gymnastikförening,idrottsförening,innebandyklubb",""
"1230690248","802012-4049","Högdalens Budoklubb","https://hogdalensbudoklubb.se/","idrottsförening,jujutsuklubb,kampsportsförening",""
"1230690297","857207-0863","Kärra HF","https://www.karrahf.se/","handbollsklubb,idrottsförening",""
"1230690537","802496-4036","SPF Seniorerna Araslöv","https://www.spfseniorerna.se/distrikt/skanedistriktet/foreningslista/araslov/","pensionärsklubb",""
"1230690586","838800-1755","S:t Olofs IF","https://www.svenskalag.se/sanktolofsif","bordtennisklubb,fotbollsklubb,idrottsförening,simskola",""
"1230690842","832000-3489","PRO Sydöland","https://pro.se/distrikt/distrikt-kalmar-lan/samorganisationer/samorganisation-morbylanga/foreningar/sydoland.html","pensionärsklubb",""
"1230690875","866000-1549","Mariestads SG","https://www.svenskalag.se/mariestadssg","skytteklubb,sportskytteklubb",""
"1230691097","885001-9079","Rudsjö Scoutkår","https://rudsjo.scout.se/","scoutkår",""
"1230691212","825003-3209","Peking Fanz","https://pekingfanz.nu/","supporterklubb",""
"1230691386","802500-5623","Över-Enhörna Bygdegårdsförening","https://www.overenhorna.se/","bygdegårdsförening",""
"1230691766","894701-8399","Åbyn-Byske Brukshundklubb","https://www.abynbyskebk.hundpoolen.nu/","brukshundklubb,hundsport",""
"1230691865","846003-3437","SPF Seniorerna Triangeln Malmö","https://www.spfseniorerna.se/distrikt/skanedistriktet/foreningslista/triangeln/","pensionärsklubb",""
"1230692137","884400-3528","Sälens IF","https://www.svenskalag.se/salensif","alpinklubb,cykelklubb,fotbollsklubb,friidrottsförening,gymnastikförening,idrottsförening,motionsklubb,skidlöparklubb",""
"1230692558","877100-9951","Nora Släktforskarklubb","https://noraforskare.se/","genealogi,släktforskning",""
"1230692582","802445-3709","Kallhäll 4H-gård","https://www.4h.se/kallhall/","4h",""
"1230692715","879000-4553","Per-Ols IBF","https://www.laget.se/PerOlsIBF/","idrottsförening,innebandyklubb",""
"1230692806","812000-0693","Psykiatriska Riksföreningen","https://psykriks.se/","psykiatri,riksförening",""
"1230692855","559010-7131","Helhetshälsan i Östergötland AB","https://www.helhetshalsanshus.se/gym/","friskvård,gym,massage,träning,yoga",""
"1230692863","849600-2943","Equmenia Värö","https://equmeniakyrkan.se/forsamlingar/equmeniakyrkan-varo/","religion",""
"1230693705","824000-0318","Degerön-Godegårds IF","https://www.svenskalag.se/dgif","fotbollsklubb,idrottsförening",""
"1230695320","252003-0962","Eslövs Pastorat","https://www.svenskakyrkan.se/eslov","religion","Sopplunch Flyinge"
"1230695759","825002-4109","Konstmuseets vänner, Norrköpings Konstmuseum","https://www.norrkopingskonstmuseum.se/om/konstmuseets-vanner/","intresseförening,museum",""
"1230695841","866001-1571","Billinge Brukshundklubb","https://www.billingebk.se/","brukshundklubb,hundsport",""
"1230695874","874400-3347","Årjängs SLK","https://www.svenskalag.se/arjangsslk-skidor","idrottsförening,slalomklubb",""
"1230696567","252002-2647","Älvdalens Församling","https://www.svenskakyrkan.se/alvdalen","religion",""
"1230696872","252002-6986","Karlsborgs Pastorat","https://www.svenskakyrkan.se/karlsborg","religion","Kollekt Breviks kyrka"
"1230697680","252004-9475","Nordanstigskustens Församling","https://www.svenskakyrkan.se/nordanstigskusten","religion","Övriga inbetalningar"
"1230698100","802533-7786","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Lund, IES Landskrona"
"1230698159","863001-0265","PRO Trollhättans Södra","https://pro.se/distrikt/distrikt-norra-alvsborg/samorganisationer/samorganisation-trollhattan/foreningar/trollhattan-sodra.html","pensionärsklubb",""
"1230698407","802534-5466","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Täby, Noblaskolan Solna"
"1230698423","802532-9262","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Växjö, Torparskolan"
"1230698522","802458-2622","Södermanlands Regementes Officerares Kamratförening","https://p10.se/","förening,kamratförening",""
"1230699082","852000-6233","BK Häcken","https://bkhacken.se/","fotbollsklubb,idrottsförening","Rosa startelvan"
"1230700906","857202-4050","Partille Scoutkår","https://partille.scout.se/","scoutkår",""
"1230701581","866601-6863","SPF Seniorerna Vartofta","https://www.spfseniorerna.se/distrikt/skaraborg/foreningslista/vartofta/","pensionärsklubb",""
"1230701755","802416-2326","Bälgvikens Skytteförening","https://www.svenskalag.se/balgvikensskf","skytteklubb,sportskytteklubb",""
"1230702068","802003-1707","Svenska Skyttesportförbundet","https://www.skyttesport.se/","idrottsförbund,skytteklubb,sportskytteklubb",""
"1230702506","846501-3236","Lomma Konstförening","https://www.lommakonstforening.se/","konstförening",""
"1230704304","802532-9916","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Malmö, Söderslättsgymnasiet"
"1230704312","802532-9916","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Malmö, Elinelundsskolan"
"1230704635","828001-0359","Sveriges Veteranförbund (SVF)","https://sverigesveteranforbund.se/gula-bandet/","förbund,godkänd gåvomottagare","Gula bandet"
"1230705566","802447-7294","Ssenyange Education Project","https://www.ssenyange.org/","hjälporganisation,utbildning","Minnesgåvor"
"1230706846","802472-6039","Tibro CK","https://www.laget.se/TibroCK/","cykelklubb,idrottsförening",""
"1230707257","878000-4639","Västmanlands Pistolskyttekrets","https://www.vasteraspistolskyttar.se/","pistolskytteklubb,skytteklubb,sportskytteklubb",""
"1230711176","802521-2062","Föreningen 021 Grappling","https://021grappling.se/","idrottsförening,kampsportsförening",""
"1230711184","838201-9910","Provitae Östra Skånes Prostataförening","https://prostatacancerforbundet.se/om-oss/patientforeningar/skane/provitae/","cancer,patientförening,prostatacancer",""
"1230711358","802532-7506","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Helsingborg, Gantofta Skola"
"1230711390","802532-9916","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Malmö, Tingdamm"
"1230712208","802502-7627","Svenska med Baby","https://svenskamedbaby.se/","barnverksamhet,intresseförening",""
"1230712232","802479-0183","Mitt Livs Val Insamlingsstiftelse","https://www.mittlivsval.com/","stiftelse,utbildning,yrkesutbildning",""
"1230712695","681111-XXXX","Majornas Kattvakt / Anders Karlstam","https://majornaskattvakt.se/","kattvakt",""
"1230712802","012282-6290","Harvs Bygdegårdsförening","https://bygdegardarna.se/harvs/","bygdegårdsförening",""
"1230713008","802523-3035","Höganäs Jujutsuklubb","https://www.svenskalag.se/hoganasjujutsuklubb","idrottsförening,jujutsuklubb,kampsportsförening",""
"1230713347","252004-3841","Alfta-Ovanåkers Församling","https://www.svenskakyrkan.se/alfta-ovanaker","religion","Minnesgåvor"
"1230713651","843003-3996","Kulturföreningen Hönsnätet","https://honsnatet.com/","intresseförening,kulturförening",""
"1230713875","846004-7882","Tygelsjö Brukshundklubb","https://www.tygelsjobrukshundklubb.com/","brukshundklubb,hundsport",""
"1230713974","640821-XXXX","Ljungagårdens Allehanda / Carl Magnus Svensson","https://ljungagardensallehanda.se/","försäljning",""
"1230713990","802426-1268","WaterAid","https://www.wateraid.org/","godkänd gåvomottagare,hjälporganisation,insamling",""
"1230714378","829501-4313","Alvesta SOK - Skidor","https://hanaslov.se/","skidor,vintersport",""
"1230714691","556748-2095","Smygehus Havsbad","https://smygehushavsbad.se/","havsbad,hotell,konferens,restaurant,wellness",""
"1230714824","864501-7222","Brottsofferjouren Borås-Sjuhärad","https://www.brottsofferjouren.se/","brottsofferjour",""
"1230716266","872000-3071","Arvika BS","https://www.svenskbridge.se/arvika-bs","bridgeklubb",""
"1230716464","802476-8452","Drabbrikan / Frantzwagner Sällskapet - Sinti Kettanepa","https://www.drabbrikan.se/","e-tidskrift,nyhetsbrev",""
"1230716596","846000-4404","PRO Malmö Centrum","https://pro.se/distrikt/distrikt-skane/samorganisationer/samorganisation-malmo/foreningar/malmocentrum.html","pensionärsklubb",""
"1230716597","846000-4404","PRO Malmö Centrum","https://pro.se/distrikt/distrikt-skane/samorganisationer/samorganisation-malmo/foreningar/malmocentrum.html","pensionärsklubb",""
"1230717371","889201-7743","Sågvikens Bygdeförening","https://sagviken.se/","bygdegårdsförening",""
"1230718346","875001-3800","KIF Örebro DFF","https://www.kiforebro.se/","fotbollsklubb,idrottsförening","F2012/2013"
"1230718734","866001-2298","Läckö Golfklubb","https://lackogk.se/","golfklubb","Restaurant"
"1230718809","717900-2394","Sättra Samfällighetsförening","https://www.sattrasamfallighet.se/","samfällighetsförening",""
"1230718965","802429-4244","SKPF Pensionärerna Avesta-Hedemora, avd 109","https://www.skpf.se/avdelningar/distrikt-dalarnas-lan/avesta-hedemora-avd-109/","pensionärsklubb",""
"1230718981","769639-4662","Harmoni - Center för hälsa och helhet","https://harmonicenter.se/","healing,massage,reiki,yoga",""
"1230719286","839400-1849","Ängelholms Gymnastikförening","https://www.svenskalag.se/angelholmsgymnastikforening","gymnastikförening,idrottsförening",""
"1230719856","817301-2975","SPF Seniorerna Humleaxet Tierp","https://www.spfseniorerna.se/distrikt/uppsaladistriktet/foreningslista/humleaxet/","pensionärsklubb",""
"1230720037","556927-5968","Sannex Orkester AB","https://www.sannex.nu/","dansband,musik,orkester,underhållning",""
"1230720326","802517-7026","Kvibille Föräldrarförening","https://www.kvibille.nu/om-kvibille/kvibille-f%C3%B6r%C3%A4ldrarf%C3%B6rening-39551921","föräldraförening",""
"1230720532","849400-3513","Pingstkyrkan Kungsbacka","https://www.pingstkungsbacka.se/","religion","Breaking Ground"
"1230724088","252002-7521","Löderups Församling","https://www.svenskakyrkan.se/loderup","religion",""
"1230724344","802462-4374","Flottiljområdets kamrat- och veteranförening Halmstad","https://fkvf.se/","intresseförening",""
"1230724708","802515-2250","She Rides","https://sherides.se/","cykelklubb,cykelsport,idrottsförening",""
"1230724831","867200-8789","Uddevalla Bluesförening","https://www.uddevallablues.se/","kulturförening,musikförening",""
"1230724930","829001-1272","Älmhults Skytteförening","https://www.svenskalag.se/almhultsskytteforening","skytteklubb,sportskytteklubb",""
"1230724955","252004-0318","Hoburgs Församling","https://www.svenskakyrkan.se/sudrets-pastorat","religion","Kollekt"
"1230725200","769619-4153","Virestads Friskola Ekonomisk Förening","https://www.virestadsfriskola.se/","friskola",""
"1230725325","252002-7091","Lena Församling","https://www.svenskakyrkan.se/vargarda","religion","Kollekt"
"1230726349","802449-5072","Stroke - Länsföreningen Jämtland och Härjedalen","http://www.strokez.se/","förening,patientförening",""
"1230726422","802471-1916","Hossmo Sockens Hembygdsförening","https://www.hembygd.se/hossmo","hembygdsförening",""
"1230727206","887000-2147","Ljusdals FK - Flygsport","https://www.ljusdalsflygklubb.se/","flygklubb","Huvudkassan"
"1230728279","716408-9075","Bostadsrättsföreningen Önneredsterrassen i Västra Frölunda","https://onneredsterrassen.se/","bostadsrättsförening",""
"1230729285","559277-9382","West Coast Pole & Dance Studio AB","https://wcps.se/","danskurser,poledance",""
"1230729335","802415-8175","Roslagens Ornitologiska Förening, ROF","https://www.rofnet.se/","fågelklubb,ornitologi",""
"1230730028","838201-2576","Åhus Missionsgård","https://ahusmissionsgard.se/","religion",""
"1230730143","864000-8317","Herrljunga SK FK","https://www.svenskalag.se/herrljungask","fotbollsklubb,idrottsförening,sportklubb",""
"1230730184","802473-2334","Uddevalla Pistolskytteförening","https://www.svenskalag.se/upsf","pistolskytteklubb,skytteklubb,sportskytteklubb",""
"1230730309","829000-9847","Markaryd-Strömsnäsbruks IBK","https://www.svenskalag.se/markarydstromsnasbruksibk","idrottsförening,innebandyklubb",""
"1230730739","802428-9293","Djurrättsalliansen","https://djurrattsalliansen.se/","djurskydd",""
"1230730929","559035-9344","Econordica / TUFA AB","https://www.econordica.se/","heminredning,klimatsmart,kroppsvård",""
"1230730986","817601-4986","Norrlands nations idrottsförening","http://www.nnif.se/","idrottsförening",""
"1230730994","802498-2707","Flottans Minklubb","https://minklubben.se/","intresseförening",""
"1230731018","829500-8885","Lenhovda IF","https://www.laget.se/LenhovdaIF/","basketbollklubb,fotbollsklubb,gymnastikförening,idrottsförening,ishockeyklubb,padelklubb,skidlöparklubb",""
"1230731554","802006-1688","Frälsningsarmén","https://www.fralsningsarmen.se/soderkaren/","godkänd gåvomottagare,religion","Söderkåren"
"1230731570","252000-1823","Ärentuna Församling","https://www.svenskakyrkan.se/vattholma/arentuna","religion","Kollekt"
"1230732560","853300-7525","Taidokan","https://taidokan.se/","idrottsförening,kampsportsförening,taidoklubb",""
"1230732677","802511-6537","Fools Gold","","musikförening",""
"1230732842","854600-3545","Projekt Rödbergsvik","https://www.rodbergsvik.se/","intresseorganisation",""
"1230732966","888000-2517","Säbrå Hembygdsförening","https://www.hembygd.se/sabra","hembygdsförening",""
"1230734707","559194-3823","Optimal Hundglädje","https://www.optimalhundgladje.se/","hundsport,utbildning",""
"1230734798","202100-4888","Lantmäteriet","https://www.lantmateriet.se/sv/Fastigheter/hantera-pantbrev/","myndighet,pantbrev",""
"1230734962","802533-7786","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Lund, Gunnesboskolan"
"1230734970","802533-7869","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Stockholm, Hällsboskolan Mälarhöjden"
"1230735068","802461-8905","Make Trade","https://maketrade.se/","donation,hjälporganisation,internationell handel,intresseorganisation",""
"1230736124","872800-1879","Gräs Bygdegårdsförening","https://bygdegardarna.se/gras/","bygdegårdsförening",""
"1230736397","716419-7712","Weld","https://www.weld.se/","danskonst,kulturförening",""
"1230736728","857202-8234","Qviding FIF","https://www.svenskalag.se/qviding","fotbollsklubb,idrottsförening",""
"1230737031","556706-5262","Västerås Domkyrka","https://www.svenskakyrkan.se/vasteras/vasteras-domkyrka","religion","Ljusbärare"
"1230737411","802443-7173","Capoeira Arte Popular","http://capoeiraclub.se/","capoeiraklubb,idrottsförening",""
"1230737668","857204-5568","Brännöföreningen","https://brannoforeningen.se/","barnverksamhet,idrottsförening","Simskola"
"1230737676","012025-0683","Equmenia Stora Skedvi","https://arkhyttanskapell.se/","religion",""
"1230737924","897000-7996","Luleå Domarklubb","https://www.luleadk.se/","domarklubb,idrottsförening",""
"1230738245","847000-3115","Trelleborg Sjöscoutkår","https://trelleborgsjo.scout.se/","scoutkår",""
"1230738393","802404-0845","Stockholms Dartförbund","https://www.dart.se/stockholms-dartforbund","idrottsförbund",""
"1230740068","838202-3466","Huaröds Byalag","https://huarod.nu/","byalag",""
"1230740258","875003-6074","Degerfors Volley Orion","https://www.svenskalag.se/DegerforsvolleyOrion","idrottsförening,volleybollklubb",""
"1230740365","883201-5104","Brudpiga RK - Rodd","https://www.brudpiga.se/","cykelklubb,idrottsförening,roddklubb,skidlöparklubb,triathlonklubb",""
"1230740712","869001-0213","Djurens Vänner Lidköping","https://www.djurensvanner.se/lidkoping","djurskydd",""
"1230741454","898500-1935","Kamratföreningen Bodenartilleristen","https://www.bodenartilleristen.se/","intresseförening",""
"1230741876","252000-1252","Blidö Församling","https://www.svenskakyrkan.se/roslagens-ostra-pastorat/blido-forsamling","religion",""
"1230741991","252004-8774","Örgryte Pastorat","https://www.svenskakyrkan.se/orgryte","religion","Kollekt Örgryte Gamla Kyrka"
"1230742171","252003-4287","Stora Tuna och Torsångs Pastorat","https://www.svenskakyrkan.se/borlange","religion","Kollekt Amsbergs kapell"
"1230743187","857205-3380","Parkinsonförbundet","https://www.parkinsonforbundet.se/","förbund,parkinson,patientförening",""
"1230743328","716416-4951","Bostadsrättsföreningen Kolarängen","https://www.hsb.se/stockholm/brf/kolarangen/","bostadsrättsförening","Gästrum Teknikvägen"
"1230743591","935000-4223","Lions Club Karlskrona","https://www.lionskarlskrona.org/","lionsklubb",""
"1230743674","802446-8855","SPF Seniorerna Umeå Norra","https://www.spfseniorerna.se/distrikt/vasterbottensdistriktet/foreningslista/spf-seniorerna-umea-norra-/","pensionärsklubb",""
"1230746321","829502-0468","Wexiö Rugby Klubb","https://wexiorugby.se/","idrottsförening,rugbyklubb",""
"1230746537","865500-9457","Ulricehamns IFK","https://www.ulricehamnsifk.se/","fotbollsklubb,idrottsförening",""
"1230746776","802453-5430","Wild Capoeira Kids & Akrobatrix","https://capoeiraangola.se/","capoeiraklubb,idrottsförening",""
"1230746859","838202-3151","Östermalmskyrkans Församling","https://www.ostermalmskyrkan.nu/","religion","Församlingskollekt"
"1230747121","556511-7974","Leksands IF Ishockey AB","https://www.leksandsif.se/","idrottsförening,ishockeyklubb",""
"1230747287","802455-9885","Föreningen Omtanke","https://www.foreningenomtanke.se/","barnverksamhet,ungdomsverksamhet",""
"1230747535","883202-0328","Falu Ryttarsällskap","https://www.fars.se/","hästsport,ryttarsällskap",""
"1230747899","802006-1688","Frälsningsarmén","https://www.fralsningsarmen.se/Ystad/","godkänd gåvomottagare,religion","Ystad"
"1230747907","252000-6533","Markaryds Församling","https://www.svenskakyrkan.se/markaryd","religion","Gravskötsel"
"1230747949","875000-8438","Karlslunds IF FK","https://www.karlslund.nu/","bandyklubb,bowlingklubb,fotbollsklubb,gymnastikförening,idrottsförening,simklubb,softbollklubb",""
"1230748004","802467-4312","FriendsForever","https://www.friendsforever.se/","hundklubb,hundsport",""
"1230748608","839400-5519","Össjö Hästsällskap","http://ossjohastsallskap.se/","hästsport,ridsport",""
"1230750257","817301-4294","SPF Seniorerna Havsörnen","https://www.spfseniorerna.se/distrikt/uppsaladistriktet/foreningslista/havsornen/","pensionärsklubb",""
"1230751115","559284-8781","Footnet AB","https://footnet.se/","fotvård,försäljning",""
"1230751123","813200-4923","Viksjö Scoutkår","https://viksjo.scout.se/","scoutkår",""
"1230751487","556778-2882","Sportfiskebolaget / Sportfiske & VVS Bolaget i Hässleholm AB","https://www.sportfiskebolaget.se/","försäljning,sportfiske,utrustning",""
"1230752303","252002-8685","S:t Nikolai Katolska Församling","https://www.sanktnikolai.se/","religion","Kollekt"
"1230752329","837001-3008","GynCancerförbundet","https://gyncancerforbundet.se/","cancerförening,gynekologisk cancer,patientförening",""
"1230752436","845000-6617","Lundabygdens Dövas Förening","https://www.facebook.com/LundabygdensDF/","döv,hörselnedsättning",""
"1230752592","834000-1182","Gothems Sockenförening","https://www.gothem.se/","sockenförening",""
"1230752931","935000-0106","Sjöscoutkåren af Chapman","https://karlskrona.scout.se/","scoutkår",""
"1230753038","802533-7869","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Stockholm, Skönstaholm"
"1230753046","802532-7506","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Helsingborg, The International School of Helsingborg"
"1230753053","802537-0241","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Sjuhärad, Bodaskolan"
"1230753061","802537-0241","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Sjuhärad, Svedjeskolan"
"1230753244","812400-9781","PRO Tyresö","https://pro.se/distrikt/distrikt-stockholms-lan/samorganisationer/samorganisation-tyreso/foreningar/tyreso.html","pensionärsklubb",""
"1230753392","802410-9939","SeniorNet Botkyrka","https://sites.google.com/site/botkyrkasnb/","pensionärsklubb",""
"1230753715","556842-9210","Roslagens bokhandel / NaturNära Äventyr i Sverige AB","https://www.roslagensbokhandel.se/","antikvariat,bokhandel",""
"1230753962","817606-6267","UNIK BK","https://www.laget.se/UNIKBKHerrar_A/","bandyklubb,idrottsförening",""
